Dynojet Research Inc.,
Run Name: C:\Users\Jake\Documents\Motorsports\JPDM Tunes\Dyno Files\uga 5-3-25\RunFile_039.drf,
Run Title: ,
Run Notes: ,
Run Date: 5/3/2025 5:29:23 PM,
RunFile_039.drf: 75.37 °F 28.52 in-Hg Humidity: 42 % SAE: 1.04 Average Gear Ratio: N/A,
,s,mph,hp,
,2.82,30.69,30.97,
,2.82,30.70,30.93,
,-INF,30.71,-INF,
,-INF,30.72,-INF,
,-INF,30.73,-INF,
,-INF,30.74,-INF,
,-INF,30.75,-INF,
,-INF,30.76,-INF,
,-INF,30.77,-INF,
,-INF,30.78,-INF,
,-INF,30.79,-INF,
,-INF,30.80,-INF,
,-INF,30.81,-INF,
,-INF,30.82,-INF,
,-INF,30.83,-INF,
,-INF,30.84,-INF,
,-INF,30.85,-INF,
,-INF,30.86,-INF,
,-INF,30.87,-INF,
,-INF,30.88,-INF,
,-INF,30.89,-INF,
,-INF,30.90,-INF,
,-INF,30.91,-INF,
,-INF,30.92,-INF,
,-INF,30.93,-INF,
,-INF,30.94,-INF,
,2.84,30.95,30.05,
,2.84,30.96,30.03,
,-INF,30.97,-INF,
,-INF,30.98,-INF,
,-INF,30.99,-INF,
,-INF,31.00,-INF,
,-INF,31.01,-INF,
,-INF,31.02,-INF,
,-INF,31.03,-INF,
,-INF,31.04,-INF,
,-INF,31.05,-INF,
,-INF,31.06,-INF,
,-INF,31.07,-INF,
,-INF,31.08,-INF,
,-INF,31.09,-INF,
,-INF,31.10,-INF,
,-INF,31.11,-INF,
,-INF,31.12,-INF,
,-INF,31.13,-INF,
,-INF,31.14,-INF,
,-INF,31.15,-INF,
,-INF,31.16,-INF,
,-INF,31.17,-INF,
,-INF,31.18,-INF,
,-INF,31.19,-INF,
,-INF,31.20,-INF,
,2.86,31.21,29.63,
,2.86,31.22,29.64,
,-INF,31.23,-INF,
,-INF,31.24,-INF,
,-INF,31.25,-INF,
,-INF,31.26,-INF,
,-INF,31.27,-INF,
,-INF,31.28,-INF,
,-INF,31.29,-INF,
,-INF,31.30,-INF,
,-INF,31.31,-INF,
,-INF,31.32,-INF,
,-INF,31.33,-INF,
,-INF,31.34,-INF,
,-INF,31.35,-INF,
,-INF,31.36,-INF,
,-INF,31.37,-INF,
,-INF,31.38,-INF,
,-INF,31.39,-INF,
,-INF,31.40,-INF,
,-INF,31.41,-INF,
,2.88,31.42,29.81,
,2.88,31.43,29.85,
,-INF,31.44,-INF,
,-INF,31.45,-INF,
,-INF,31.46,-INF,
,-INF,31.47,-INF,
,-INF,31.48,-INF,
,-INF,31.49,-INF,
,-INF,31.50,-INF,
,-INF,31.51,-INF,
,-INF,31.52,-INF,
,-INF,31.53,-INF,
,-INF,31.54,-INF,
,-INF,31.55,-INF,
,-INF,31.56,-INF,
,-INF,31.57,-INF,
,-INF,31.58,-INF,
,-INF,31.59,-INF,
,-INF,31.60,-INF,
,-INF,31.61,-INF,
,-INF,31.62,-INF,
,2.90,31.63,30.60,
,2.90,31.64,30.65,
,-INF,31.65,-INF,
,-INF,31.66,-INF,
,-INF,31.67,-INF,
,-INF,31.68,-INF,
,-INF,31.69,-INF,
,-INF,31.70,-INF,
,-INF,31.71,-INF,
,-INF,31.72,-INF,
,-INF,31.73,-INF,
,-INF,31.74,-INF,
,-INF,31.75,-INF,
,-INF,31.76,-INF,
,-INF,31.77,-INF,
,-INF,31.78,-INF,
,-INF,31.79,-INF,
,-INF,31.80,-INF,
,-INF,31.81,-INF,
,-INF,31.82,-INF,
,2.92,31.83,31.69,
,2.92,31.84,31.74,
,-INF,31.85,-INF,
,-INF,31.86,-INF,
,-INF,31.87,-INF,
,-INF,31.88,-INF,
,-INF,31.89,-INF,
,-INF,31.90,-INF,
,-INF,31.91,-INF,
,-INF,31.92,-INF,
,-INF,31.93,-INF,
,-INF,31.94,-INF,
,-INF,31.95,-INF,
,-INF,31.96,-INF,
,-INF,31.97,-INF,
,-INF,31.98,-INF,
,-INF,31.99,-INF,
,-INF,32.00,-INF,
,-INF,32.01,-INF,
,-INF,32.02,-INF,
,-INF,32.03,-INF,
,2.94,32.04,32.79,
,2.94,32.05,32.82,
,-INF,32.06,-INF,
,-INF,32.07,-INF,
,-INF,32.08,-INF,
,-INF,32.09,-INF,
,-INF,32.10,-INF,
,-INF,32.11,-INF,
,-INF,32.12,-INF,
,-INF,32.13,-INF,
,-INF,32.14,-INF,
,-INF,32.15,-INF,
,-INF,32.16,-INF,
,-INF,32.17,-INF,
,-INF,32.18,-INF,
,-INF,32.19,-INF,
,-INF,32.20,-INF,
,-INF,32.21,-INF,
,-INF,32.22,-INF,
,-INF,32.23,-INF,
,2.96,32.24,33.38,
,2.96,32.25,33.37,
,-INF,32.26,-INF,
,-INF,32.27,-INF,
,-INF,32.28,-INF,
,-INF,32.29,-INF,
,-INF,32.30,-INF,
,-INF,32.31,-INF,
,-INF,32.32,-INF,
,-INF,32.33,-INF,
,-INF,32.34,-INF,
,-INF,32.35,-INF,
,-INF,32.36,-INF,
,-INF,32.37,-INF,
,-INF,32.38,-INF,
,-INF,32.39,-INF,
,-INF,32.40,-INF,
,-INF,32.41,-INF,
,-INF,32.42,-INF,
,-INF,32.43,-INF,
,-INF,32.44,-INF,
,-INF,32.45,-INF,
,-INF,32.46,-INF,
,-INF,32.47,-INF,
,-INF,32.48,-INF,
,-INF,32.49,-INF,
,-INF,32.50,-INF,
,-INF,32.51,-INF,
,-INF,32.52,-INF,
,-INF,32.53,-INF,
,2.98,32.54,33.10,
,2.98,32.55,33.06,
,-INF,32.56,-INF,
,-INF,32.57,-INF,
,-INF,32.58,-INF,
,-INF,32.59,-INF,
,-INF,32.60,-INF,
,-INF,32.61,-INF,
,-INF,32.62,-INF,
,-INF,32.63,-INF,
,-INF,32.64,-INF,
,-INF,32.65,-INF,
,-INF,32.66,-INF,
,-INF,32.67,-INF,
,-INF,32.68,-INF,
,-INF,32.69,-INF,
,-INF,32.70,-INF,
,-INF,32.71,-INF,
,-INF,32.72,-INF,
,-INF,32.73,-INF,
,-INF,32.74,-INF,
,-INF,32.75,-INF,
,-INF,32.76,-INF,
,-INF,32.77,-INF,
,-INF,32.78,-INF,
,-INF,32.79,-INF,
,-INF,32.80,-INF,
,-INF,32.81,-INF,
,-INF,32.82,-INF,
,-INF,32.83,-INF,
,-INF,32.84,-INF,
,3.00,32.85,31.83,
,3.00,32.86,31.75,
,-INF,32.87,-INF,
,-INF,32.88,-INF,
,-INF,32.89,-INF,
,-INF,32.90,-INF,
,-INF,32.91,-INF,
,-INF,32.92,-INF,
,-INF,32.93,-INF,
,-INF,32.94,-INF,
,-INF,32.95,-INF,
,-INF,32.96,-INF,
,-INF,32.97,-INF,
,-INF,32.98,-INF,
,-INF,32.99,-INF,
,-INF,33.00,-INF,
,-INF,33.01,-INF,
,-INF,33.02,-INF,
,-INF,33.03,-INF,
,-INF,33.04,-INF,
,-INF,33.05,-INF,
,-INF,33.06,-INF,
,-INF,33.07,-INF,
,-INF,33.08,-INF,
,-INF,33.09,-INF,
,-INF,33.10,-INF,
,-INF,33.11,-INF,
,-INF,33.12,-INF,
,-INF,33.13,-INF,
,-INF,33.14,-INF,
,-INF,33.15,-INF,
,-INF,33.16,-INF,
,3.02,33.17,29.51,
,3.02,33.18,29.42,
,-INF,33.19,-INF,
,-INF,33.20,-INF,
,-INF,33.21,-INF,
,-INF,33.22,-INF,
,-INF,33.23,-INF,
,-INF,33.24,-INF,
,-INF,33.25,-INF,
,-INF,33.26,-INF,
,-INF,33.27,-INF,
,-INF,33.28,-INF,
,-INF,33.29,-INF,
,-INF,33.30,-INF,
,-INF,33.31,-INF,
,-INF,33.32,-INF,
,-INF,33.33,-INF,
,-INF,33.34,-INF,
,-INF,33.35,-INF,
,-INF,33.36,-INF,
,-INF,33.37,-INF,
,-INF,33.38,-INF,
,-INF,33.39,-INF,
,-INF,33.40,-INF,
,-INF,33.41,-INF,
,-INF,33.42,-INF,
,-INF,33.43,-INF,
,-INF,33.44,-INF,
,-INF,33.45,-INF,
,-INF,33.46,-INF,
,-INF,33.47,-INF,
,-INF,33.48,-INF,
,3.04,33.49,26.58,
,3.04,33.50,26.49,
,-INF,33.51,-INF,
,-INF,33.52,-INF,
,-INF,33.53,-INF,
,-INF,33.54,-INF,
,-INF,33.55,-INF,
,-INF,33.56,-INF,
,-INF,33.57,-INF,
,-INF,33.58,-INF,
,-INF,33.59,-INF,
,-INF,33.60,-INF,
,-INF,33.61,-INF,
,-INF,33.62,-INF,
,-INF,33.63,-INF,
,-INF,33.64,-INF,
,-INF,33.65,-INF,
,-INF,33.66,-INF,
,-INF,33.67,-INF,
,-INF,33.68,-INF,
,-INF,33.69,-INF,
,-INF,33.70,-INF,
,-INF,33.71,-INF,
,-INF,33.72,-INF,
,-INF,33.73,-INF,
,-INF,33.74,-INF,
,-INF,33.75,-INF,
,-INF,33.76,-INF,
,-INF,33.77,-INF,
,-INF,33.78,-INF,
,-INF,33.79,-INF,
,-INF,33.80,-INF,
,3.07,33.81,22.84,
,3.08,33.82,21.86,
,3.09,33.83,21.25,
,3.10,33.84,20.81,
,3.11,33.85,21.38,
,3.12,33.86,22.28,
,3.14,33.87,23.92,
,3.14,33.88,24.83,
,3.14,33.89,25.23,
,-INF,33.90,-INF,
,-INF,33.91,-INF,
,-INF,33.92,-INF,
,-INF,33.93,-INF,
,-INF,33.94,-INF,
,-INF,33.95,-INF,
,-INF,33.96,-INF,
,-INF,33.97,-INF,
,-INF,33.98,-INF,
,3.16,33.99,29.05,
,3.16,34.00,29.20,
,-INF,34.01,-INF,
,-INF,34.02,-INF,
,-INF,34.03,-INF,
,-INF,34.04,-INF,
,-INF,34.05,-INF,
,-INF,34.06,-INF,
,-INF,34.07,-INF,
,-INF,34.08,-INF,
,-INF,34.09,-INF,
,-INF,34.10,-INF,
,-INF,34.11,-INF,
,-INF,34.12,-INF,
,-INF,34.13,-INF,
,-INF,34.14,-INF,
,-INF,34.15,-INF,
,-INF,34.16,-INF,
,-INF,34.17,-INF,
,-INF,34.18,-INF,
,-INF,34.19,-INF,
,-INF,34.20,-INF,
,-INF,34.21,-INF,
,-INF,34.22,-INF,
,-INF,34.23,-INF,
,-INF,34.24,-INF,
,-INF,34.25,-INF,
,-INF,34.26,-INF,
,-INF,34.27,-INF,
,-INF,34.28,-INF,
,-INF,34.29,-INF,
,-INF,34.30,-INF,
,-INF,34.31,-INF,
,-INF,34.32,-INF,
,-INF,34.33,-INF,
,-INF,34.34,-INF,
,3.18,34.35,34.46,
,3.18,34.36,34.61,
,-INF,34.37,-INF,
,-INF,34.38,-INF,
,-INF,34.39,-INF,
,-INF,34.40,-INF,
,-INF,34.41,-INF,
,-INF,34.42,-INF,
,-INF,34.43,-INF,
,-INF,34.44,-INF,
,-INF,34.45,-INF,
,-INF,34.46,-INF,
,-INF,34.47,-INF,
,-INF,34.48,-INF,
,-INF,34.49,-INF,
,-INF,34.50,-INF,
,-INF,34.51,-INF,
,-INF,34.52,-INF,
,-INF,34.53,-INF,
,-INF,34.54,-INF,
,-INF,34.55,-INF,
,-INF,34.56,-INF,
,-INF,34.57,-INF,
,-INF,34.58,-INF,
,-INF,34.59,-INF,
,-INF,34.60,-INF,
,-INF,34.61,-INF,
,-INF,34.62,-INF,
,-INF,34.63,-INF,
,-INF,34.64,-INF,
,-INF,34.65,-INF,
,-INF,34.66,-INF,
,-INF,34.67,-INF,
,-INF,34.68,-INF,
,-INF,34.69,-INF,
,3.20,34.70,39.96,
,3.20,34.71,40.11,
,-INF,34.72,-INF,
,-INF,34.73,-INF,
,-INF,34.74,-INF,
,-INF,34.75,-INF,
,-INF,34.76,-INF,
,-INF,34.77,-INF,
,-INF,34.78,-INF,
,-INF,34.79,-INF,
,-INF,34.80,-INF,
,-INF,34.81,-INF,
,-INF,34.82,-INF,
,-INF,34.83,-INF,
,-INF,34.84,-INF,
,-INF,34.85,-INF,
,-INF,34.86,-INF,
,-INF,34.87,-INF,
,-INF,34.88,-INF,
,-INF,34.89,-INF,
,-INF,34.90,-INF,
,-INF,34.91,-INF,
,-INF,34.92,-INF,
,-INF,34.93,-INF,
,-INF,34.94,-INF,
,-INF,34.95,-INF,
,-INF,34.96,-INF,
,-INF,34.97,-INF,
,-INF,34.98,-INF,
,-INF,34.99,-INF,
,-INF,35.00,-INF,
,-INF,35.01,-INF,
,-INF,35.02,-INF,
,-INF,35.03,-INF,
,-INF,35.04,-INF,
,-INF,35.05,-INF,
,3.22,35.06,45.17,
,3.22,35.07,45.29,
,-INF,35.08,-INF,
,-INF,35.09,-INF,
,-INF,35.10,-INF,
,-INF,35.11,-INF,
,-INF,35.12,-INF,
,-INF,35.13,-INF,
,-INF,35.14,-INF,
,-INF,35.15,-INF,
,-INF,35.16,-INF,
,-INF,35.17,-INF,
,-INF,35.18,-INF,
,-INF,35.19,-INF,
,-INF,35.20,-INF,
,-INF,35.21,-INF,
,-INF,35.22,-INF,
,-INF,35.23,-INF,
,-INF,35.24,-INF,
,-INF,35.25,-INF,
,-INF,35.26,-INF,
,-INF,35.27,-INF,
,-INF,35.28,-INF,
,-INF,35.29,-INF,
,-INF,35.30,-INF,
,-INF,35.31,-INF,
,-INF,35.32,-INF,
,-INF,35.33,-INF,
,-INF,35.34,-INF,
,-INF,35.35,-INF,
,-INF,35.36,-INF,
,-INF,35.37,-INF,
,-INF,35.38,-INF,
,-INF,35.39,-INF,
,-INF,35.40,-INF,
,3.24,35.41,49.33,
,3.24,35.42,49.41,
,-INF,35.43,-INF,
,-INF,35.44,-INF,
,-INF,35.45,-INF,
,-INF,35.46,-INF,
,-INF,35.47,-INF,
,-INF,35.48,-INF,
,-INF,35.49,-INF,
,-INF,35.50,-INF,
,-INF,35.51,-INF,
,-INF,35.52,-INF,
,-INF,35.53,-INF,
,-INF,35.54,-INF,
,-INF,35.55,-INF,
,-INF,35.56,-INF,
,-INF,35.57,-INF,
,-INF,35.58,-INF,
,-INF,35.59,-INF,
,-INF,35.60,-INF,
,-INF,35.61,-INF,
,-INF,35.62,-INF,
,-INF,35.63,-INF,
,-INF,35.64,-INF,
,-INF,35.65,-INF,
,-INF,35.66,-INF,
,-INF,35.67,-INF,
,-INF,35.68,-INF,
,-INF,35.69,-INF,
,-INF,35.70,-INF,
,-INF,35.71,-INF,
,-INF,35.72,-INF,
,-INF,35.73,-INF,
,-INF,35.74,-INF,
,-INF,35.75,-INF,
,-INF,35.76,-INF,
,-INF,35.77,-INF,
,3.26,35.78,52.39,
,3.26,35.79,52.44,
,-INF,35.80,-INF,
,-INF,35.81,-INF,
,-INF,35.82,-INF,
,-INF,35.83,-INF,
,-INF,35.84,-INF,
,-INF,35.85,-INF,
,-INF,35.86,-INF,
,-INF,35.87,-INF,
,-INF,35.88,-INF,
,-INF,35.89,-INF,
,-INF,35.90,-INF,
,-INF,35.91,-INF,
,-INF,35.92,-INF,
,-INF,35.93,-INF,
,-INF,35.94,-INF,
,-INF,35.95,-INF,
,-INF,35.96,-INF,
,-INF,35.97,-INF,
,-INF,35.98,-INF,
,-INF,35.99,-INF,
,-INF,36.00,-INF,
,-INF,36.01,-INF,
,-INF,36.02,-INF,
,-INF,36.03,-INF,
,-INF,36.04,-INF,
,-INF,36.05,-INF,
,-INF,36.06,-INF,
,-INF,36.07,-INF,
,-INF,36.08,-INF,
,-INF,36.09,-INF,
,-INF,36.10,-INF,
,-INF,36.11,-INF,
,-INF,36.12,-INF,
,-INF,36.13,-INF,
,-INF,36.14,-INF,
,3.28,36.15,54.26,
,3.28,36.16,54.28,
,-INF,36.17,-INF,
,-INF,36.18,-INF,
,-INF,36.19,-INF,
,-INF,36.20,-INF,
,-INF,36.21,-INF,
,-INF,36.22,-INF,
,-INF,36.23,-INF,
,-INF,36.24,-INF,
,-INF,36.25,-INF,
,-INF,36.26,-INF,
,-INF,36.27,-INF,
,-INF,36.28,-INF,
,-INF,36.29,-INF,
,-INF,36.30,-INF,
,-INF,36.31,-INF,
,-INF,36.32,-INF,
,-INF,36.33,-INF,
,-INF,36.34,-INF,
,-INF,36.35,-INF,
,-INF,36.36,-INF,
,-INF,36.37,-INF,
,-INF,36.38,-INF,
,-INF,36.39,-INF,
,-INF,36.40,-INF,
,-INF,36.41,-INF,
,-INF,36.42,-INF,
,-INF,36.43,-INF,
,-INF,36.44,-INF,
,-INF,36.45,-INF,
,-INF,36.46,-INF,
,-INF,36.47,-INF,
,-INF,36.48,-INF,
,-INF,36.49,-INF,
,-INF,36.50,-INF,
,-INF,36.51,-INF,
,3.30,36.52,55.17,
,3.30,36.53,55.18,
,-INF,36.54,-INF,
,-INF,36.55,-INF,
,-INF,36.56,-INF,
,-INF,36.57,-INF,
,-INF,36.58,-INF,
,-INF,36.59,-INF,
,-INF,36.60,-INF,
,-INF,36.61,-INF,
,-INF,36.62,-INF,
,-INF,36.63,-INF,
,-INF,36.64,-INF,
,-INF,36.65,-INF,
,-INF,36.66,-INF,
,-INF,36.67,-INF,
,-INF,36.68,-INF,
,-INF,36.69,-INF,
,-INF,36.70,-INF,
,-INF,36.71,-INF,
,-INF,36.72,-INF,
,-INF,36.73,-INF,
,-INF,36.74,-INF,
,-INF,36.75,-INF,
,-INF,36.76,-INF,
,-INF,36.77,-INF,
,-INF,36.78,-INF,
,-INF,36.79,-INF,
,-INF,36.80,-INF,
,-INF,36.81,-INF,
,-INF,36.82,-INF,
,-INF,36.83,-INF,
,-INF,36.84,-INF,
,-INF,36.85,-INF,
,-INF,36.86,-INF,
,-INF,36.87,-INF,
,-INF,36.88,-INF,
,3.32,36.89,55.46,
,3.32,36.90,55.46,
,-INF,36.91,-INF,
,-INF,36.92,-INF,
,-INF,36.93,-INF,
,-INF,36.94,-INF,
,-INF,36.95,-INF,
,-INF,36.96,-INF,
,-INF,36.97,-INF,
,-INF,36.98,-INF,
,-INF,36.99,-INF,
,-INF,37.00,-INF,
,-INF,37.01,-INF,
,-INF,37.02,-INF,
,-INF,37.03,-INF,
,-INF,37.04,-INF,
,-INF,37.05,-INF,
,-INF,37.06,-INF,
,-INF,37.07,-INF,
,-INF,37.08,-INF,
,-INF,37.09,-INF,
,-INF,37.10,-INF,
,-INF,37.11,-INF,
,-INF,37.12,-INF,
,-INF,37.13,-INF,
,-INF,37.14,-INF,
,-INF,37.15,-INF,
,-INF,37.16,-INF,
,-INF,37.17,-INF,
,-INF,37.18,-INF,
,-INF,37.19,-INF,
,-INF,37.20,-INF,
,-INF,37.21,-INF,
,-INF,37.22,-INF,
,-INF,37.23,-INF,
,-INF,37.24,-INF,
,-INF,37.25,-INF,
,3.34,37.26,55.41,
,3.34,37.27,55.40,
,-INF,37.28,-INF,
,-INF,37.29,-INF,
,-INF,37.30,-INF,
,-INF,37.31,-INF,
,-INF,37.32,-INF,
,-INF,37.33,-INF,
,-INF,37.34,-INF,
,-INF,37.35,-INF,
,-INF,37.36,-INF,
,-INF,37.37,-INF,
,-INF,37.38,-INF,
,-INF,37.39,-INF,
,-INF,37.40,-INF,
,-INF,37.41,-INF,
,-INF,37.42,-INF,
,-INF,37.43,-INF,
,-INF,37.44,-INF,
,-INF,37.45,-INF,
,-INF,37.46,-INF,
,-INF,37.47,-INF,
,-INF,37.48,-INF,
,-INF,37.49,-INF,
,-INF,37.50,-INF,
,-INF,37.51,-INF,
,-INF,37.52,-INF,
,-INF,37.53,-INF,
,-INF,37.54,-INF,
,-INF,37.55,-INF,
,-INF,37.56,-INF,
,-INF,37.57,-INF,
,-INF,37.58,-INF,
,-INF,37.59,-INF,
,-INF,37.60,-INF,
,-INF,37.61,-INF,
,-INF,37.62,-INF,
,3.36,37.63,55.20,
,3.36,37.64,55.20,
,-INF,37.65,-INF,
,-INF,37.66,-INF,
,-INF,37.67,-INF,
,-INF,37.68,-INF,
,-INF,37.69,-INF,
,-INF,37.70,-INF,
,-INF,37.71,-INF,
,-INF,37.72,-INF,
,-INF,37.73,-INF,
,-INF,37.74,-INF,
,-INF,37.75,-INF,
,-INF,37.76,-INF,
,-INF,37.77,-INF,
,-INF,37.78,-INF,
,-INF,37.79,-INF,
,-INF,37.80,-INF,
,-INF,37.81,-INF,
,-INF,37.82,-INF,
,-INF,37.83,-INF,
,-INF,37.84,-INF,
,-INF,37.85,-INF,
,-INF,37.86,-INF,
,-INF,37.87,-INF,
,-INF,37.88,-INF,
,-INF,37.89,-INF,
,-INF,37.90,-INF,
,-INF,37.91,-INF,
,-INF,37.92,-INF,
,-INF,37.93,-INF,
,-INF,37.94,-INF,
,-INF,37.95,-INF,
,-INF,37.96,-INF,
,-INF,37.97,-INF,
,-INF,37.98,-INF,
,-INF,37.99,-INF,
,3.38,38.00,54.92,
,3.38,38.01,54.91,
,-INF,38.02,-INF,
,-INF,38.03,-INF,
,-INF,38.04,-INF,
,-INF,38.05,-INF,
,-INF,38.06,-INF,
,-INF,38.07,-INF,
,-INF,38.08,-INF,
,-INF,38.09,-INF,
,-INF,38.10,-INF,
,-INF,38.11,-INF,
,-INF,38.12,-INF,
,-INF,38.13,-INF,
,-INF,38.14,-INF,
,-INF,38.15,-INF,
,-INF,38.16,-INF,
,-INF,38.17,-INF,
,-INF,38.18,-INF,
,-INF,38.19,-INF,
,-INF,38.20,-INF,
,-INF,38.21,-INF,
,-INF,38.22,-INF,
,-INF,38.23,-INF,
,-INF,38.24,-INF,
,-INF,38.25,-INF,
,-INF,38.26,-INF,
,-INF,38.27,-INF,
,-INF,38.28,-INF,
,-INF,38.29,-INF,
,-INF,38.30,-INF,
,-INF,38.31,-INF,
,-INF,38.32,-INF,
,-INF,38.33,-INF,
,-INF,38.34,-INF,
,-INF,38.35,-INF,
,-INF,38.36,-INF,
,-INF,38.37,-INF,
,3.40,38.38,54.50,
,3.40,38.39,54.48,
,-INF,38.40,-INF,
,-INF,38.41,-INF,
,-INF,38.42,-INF,
,-INF,38.43,-INF,
,-INF,38.44,-INF,
,-INF,38.45,-INF,
,-INF,38.46,-INF,
,-INF,38.47,-INF,
,-INF,38.48,-INF,
,-INF,38.49,-INF,
,-INF,38.50,-INF,
,-INF,38.51,-INF,
,-INF,38.52,-INF,
,-INF,38.53,-INF,
,-INF,38.54,-INF,
,-INF,38.55,-INF,
,-INF,38.56,-INF,
,-INF,38.57,-INF,
,-INF,38.58,-INF,
,-INF,38.59,-INF,
,-INF,38.60,-INF,
,-INF,38.61,-INF,
,-INF,38.62,-INF,
,-INF,38.63,-INF,
,-INF,38.64,-INF,
,-INF,38.65,-INF,
,-INF,38.66,-INF,
,-INF,38.67,-INF,
,-INF,38.68,-INF,
,-INF,38.69,-INF,
,-INF,38.70,-INF,
,-INF,38.71,-INF,
,-INF,38.72,-INF,
,-INF,38.73,-INF,
,3.42,38.74,53.90,
,3.42,38.75,53.87,
,-INF,38.76,-INF,
,-INF,38.77,-INF,
,-INF,38.78,-INF,
,-INF,38.79,-INF,
,-INF,38.80,-INF,
,-INF,38.81,-INF,
,-INF,38.82,-INF,
,-INF,38.83,-INF,
,-INF,38.84,-INF,
,-INF,38.85,-INF,
,-INF,38.86,-INF,
,-INF,38.87,-INF,
,-INF,38.88,-INF,
,-INF,38.89,-INF,
,-INF,38.90,-INF,
,-INF,38.91,-INF,
,-INF,38.92,-INF,
,-INF,38.93,-INF,
,-INF,38.94,-INF,
,-INF,38.95,-INF,
,-INF,38.96,-INF,
,-INF,38.97,-INF,
,-INF,38.98,-INF,
,-INF,38.99,-INF,
,-INF,39.00,-INF,
,-INF,39.01,-INF,
,-INF,39.02,-INF,
,-INF,39.03,-INF,
,-INF,39.04,-INF,
,-INF,39.05,-INF,
,-INF,39.06,-INF,
,3.44,39.07,53.02,
,3.44,39.08,52.98,
,-INF,39.09,-INF,
,-INF,39.10,-INF,
,-INF,39.11,-INF,
,-INF,39.12,-INF,
,-INF,39.13,-INF,
,-INF,39.14,-INF,
,-INF,39.15,-INF,
,-INF,39.16,-INF,
,-INF,39.17,-INF,
,-INF,39.18,-INF,
,-INF,39.19,-INF,
,-INF,39.20,-INF,
,-INF,39.21,-INF,
,-INF,39.22,-INF,
,-INF,39.23,-INF,
,-INF,39.24,-INF,
,-INF,39.25,-INF,
,-INF,39.26,-INF,
,-INF,39.27,-INF,
,-INF,39.28,-INF,
,-INF,39.29,-INF,
,-INF,39.30,-INF,
,-INF,39.31,-INF,
,-INF,39.32,-INF,
,-INF,39.33,-INF,
,-INF,39.34,-INF,
,-INF,39.35,-INF,
,-INF,39.36,-INF,
,-INF,39.37,-INF,
,-INF,39.38,-INF,
,-INF,39.39,-INF,
,3.46,39.40,51.87,
,3.46,39.41,51.83,
,-INF,39.42,-INF,
,-INF,39.43,-INF,
,-INF,39.44,-INF,
,-INF,39.45,-INF,
,-INF,39.46,-INF,
,-INF,39.47,-INF,
,-INF,39.48,-INF,
,-INF,39.49,-INF,
,-INF,39.50,-INF,
,-INF,39.51,-INF,
,-INF,39.52,-INF,
,-INF,39.53,-INF,
,-INF,39.54,-INF,
,-INF,39.55,-INF,
,-INF,39.56,-INF,
,-INF,39.57,-INF,
,-INF,39.58,-INF,
,-INF,39.59,-INF,
,-INF,39.60,-INF,
,-INF,39.61,-INF,
,-INF,39.62,-INF,
,-INF,39.63,-INF,
,-INF,39.64,-INF,
,-INF,39.65,-INF,
,-INF,39.66,-INF,
,-INF,39.67,-INF,
,-INF,39.68,-INF,
,-INF,39.69,-INF,
,-INF,39.70,-INF,
,-INF,39.71,-INF,
,3.48,39.72,50.57,
,3.48,39.73,50.53,
,-INF,39.74,-INF,
,-INF,39.75,-INF,
,-INF,39.76,-INF,
,-INF,39.77,-INF,
,-INF,39.78,-INF,
,-INF,39.79,-INF,
,-INF,39.80,-INF,
,-INF,39.81,-INF,
,-INF,39.82,-INF,
,-INF,39.83,-INF,
,-INF,39.84,-INF,
,-INF,39.85,-INF,
,-INF,39.86,-INF,
,-INF,39.87,-INF,
,-INF,39.88,-INF,
,-INF,39.89,-INF,
,-INF,39.90,-INF,
,-INF,39.91,-INF,
,-INF,39.92,-INF,
,-INF,39.93,-INF,
,-INF,39.94,-INF,
,-INF,39.95,-INF,
,-INF,39.96,-INF,
,-INF,39.97,-INF,
,-INF,39.98,-INF,
,-INF,39.99,-INF,
,-INF,40.00,-INF,
,-INF,40.01,-INF,
,-INF,40.02,-INF,
,-INF,40.03,-INF,
,-INF,40.04,-INF,
,3.50,40.05,49.16,
,3.50,40.06,49.12,
,-INF,40.07,-INF,
,-INF,40.08,-INF,
,-INF,40.09,-INF,
,-INF,40.10,-INF,
,-INF,40.11,-INF,
,-INF,40.12,-INF,
,-INF,40.13,-INF,
,-INF,40.14,-INF,
,-INF,40.15,-INF,
,-INF,40.16,-INF,
,-INF,40.17,-INF,
,-INF,40.18,-INF,
,-INF,40.19,-INF,
,-INF,40.20,-INF,
,-INF,40.21,-INF,
,-INF,40.22,-INF,
,-INF,40.23,-INF,
,-INF,40.24,-INF,
,-INF,40.25,-INF,
,-INF,40.26,-INF,
,-INF,40.27,-INF,
,-INF,40.28,-INF,
,-INF,40.29,-INF,
,-INF,40.30,-INF,
,-INF,40.31,-INF,
,-INF,40.32,-INF,
,3.52,40.33,47.85,
,3.52,40.34,47.81,
,-INF,40.35,-INF,
,-INF,40.36,-INF,
,-INF,40.37,-INF,
,-INF,40.38,-INF,
,-INF,40.39,-INF,
,-INF,40.40,-INF,
,-INF,40.41,-INF,
,-INF,40.42,-INF,
,-INF,40.43,-INF,
,-INF,40.44,-INF,
,-INF,40.45,-INF,
,-INF,40.46,-INF,
,-INF,40.47,-INF,
,-INF,40.48,-INF,
,-INF,40.49,-INF,
,-INF,40.50,-INF,
,-INF,40.51,-INF,
,-INF,40.52,-INF,
,-INF,40.53,-INF,
,-INF,40.54,-INF,
